,has_description,has_url,is_geo_enabled,has_twice_number_followers,has_default_profile,has_profile_image,has_100_friends_1_follower_ratio,has_50_friends_1_follower_ratio,is_protected,is_verified,num_favourites,num_list,num_followers,num_friends,statuses_count,is_bot
220,1,1,1,1,0,1,0,0,0,0,6417,73,1158,1866,10481,0
221,1,1,1,1,0,1,0,0,0,0,510,21,9365,1221,1263,0
222,1,0,1,0,0,1,0,0,0,0,694,4,125,429,663,0
223,1,0,0,1,1,1,0,0,0,0,560,46,1747,378,588,0
224,1,1,1,1,0,1,0,0,0,1,9406,176,5464,1212,3073,0
225,1,0,0,1,1,1,0,0,0,0,617,0,82,93,353,0
226,1,1,0,0,0,1,0,0,0,0,633,0,125,373,801,0
227,1,1,1,1,0,1,0,0,0,0,3128,20,7250,499,4789,0
228,1,0,0,1,0,1,0,0,0,0,9624,25,1319,1778,11216,0
229,1,1,0,1,0,1,0,0,0,0,520,80,745,590,27855,0
230,1,0,0,1,0,1,0,0,0,0,402686,49,4198,5001,69536,0
231,0,1,0,1,1,1,0,0,0,0,999,45,43338,1406,638,0
232,1,0,0,1,1,1,0,0,0,0,172,6,196,235,221,0
233,1,1,1,1,0,1,0,0,0,0,1605,99,1785,1232,1665,0
234,1,1,1,0,1,1,0,0,0,0,16222,41,2161,4988,108312,0
235,1,0,1,1,1,1,0,0,0,0,12303,8,537,752,6944,0
236,1,1,1,1,0,1,0,0,0,0,6498,0,77,108,3229,0
237,1,1,1,1,1,1,0,0,0,0,10186,21,376,387,9282,0
238,1,0,0,0,1,1,0,0,0,0,594,1,14,86,332,0
239,1,0,0,0,0,1,0,0,0,0,20386,44,570,1163,33649,0
240,1,1,0,1,0,1,0,0,0,1,6302,262,127475,1340,5589,0
241,1,0,1,1,0,1,0,0,0,0,822,53,364,388,4102,0
242,1,0,0,1,0,1,0,0,0,0,8271,280,5443,5957,90105,0
243,1,0,0,0,0,1,0,0,0,0,10731,0,36,77,853,0
244,1,1,1,1,0,1,0,0,0,0,98763,469,27414,13772,72960,0
245,1,0,1,1,0,1,0,0,0,0,7181,0,335,319,1576,0
246,1,1,0,1,0,1,0,0,0,0,1645,90,2421,361,21108,0
247,1,1,1,1,0,1,0,0,0,1,11692,301,7920,2688,55626,0
248,1,0,1,1,1,1,0,0,0,0,20097,2,928,867,20899,0
249,1,0,1,1,1,1,0,0,0,0,109836,32,1046,1904,18279,0
250,1,1,0,1,1,1,0,0,0,0,5576,0,971,1143,3859,0
251,1,1,1,1,0,1,0,0,0,0,11305,9,309,383,1061,0
252,1,0,1,1,0,1,0,0,0,0,1419,0,162,107,3878,0
253,1,0,1,1,0,1,0,0,0,0,5162,2,118,236,1763,0
254,1,0,0,1,0,1,0,0,0,0,34412,0,141,87,7563,0
255,1,1,0,1,0,1,0,0,0,0,6883,3,550,439,8236,0
256,1,0,0,0,1,1,0,0,0,0,5559,0,77,751,2898,0
257,1,1,1,1,0,1,0,0,0,1,26984,231,7596,983,31855,0
258,1,1,1,1,0,1,0,0,0,0,15917,45,932,884,8647,0
259,0,0,1,0,0,1,0,0,0,0,12595,2,144,437,7188,0
260,1,1,1,1,0,1,0,0,0,0,23203,6,178,288,7601,0
261,1,0,0,1,1,1,0,0,0,0,22053,4,415,628,3926,0
262,1,0,1,0,1,1,0,0,0,0,420,0,30,199,161,0
263,1,1,1,0,1,1,0,0,0,0,743,1,23,63,162,0
264,0,0,1,0,1,1,0,0,0,0,15116,1,85,251,7244,0
265,1,0,1,1,0,1,0,0,0,0,12097,22,592,416,3814,0
266,1,0,1,1,1,1,0,0,0,0,2102,1,192,210,2293,0
267,1,0,1,1,0,1,0,0,0,0,5624,2,168,163,1181,0
268,1,1,1,0,1,1,0,0,0,0,9229,32,621,1304,2712,0
269,1,0,0,1,1,1,0,0,0,0,12760,6,200,201,3011,0
270,1,1,0,1,1,1,0,0,0,0,2168,10,548,529,8936,0
271,1,1,1,1,0,1,0,0,0,0,3379,8,663,366,23530,0
272,1,1,0,0,0,1,0,0,0,0,14793,5,97,439,2115,0
273,1,0,0,0,0,1,0,0,0,0,2081,16,439,1624,527,0
274,1,1,0,1,1,1,0,0,0,0,0,0,4,2,128,0
275,1,1,1,1,0,1,0,0,0,0,35948,79,2384,424,13799,0
276,0,0,0,0,1,1,0,0,0,0,879,0,21,50,143,0
277,0,1,0,1,0,1,0,0,0,0,1364,6,315,279,912,0
278,1,0,1,0,0,1,0,0,0,0,2363,17,294,595,21835,0
279,1,0,1,1,0,1,0,0,0,0,1210,16,309,211,3249,0
280,1,0,1,1,0,1,0,0,0,0,69781,193,63935,11969,64663,0
281,1,1,1,1,0,1,0,0,0,0,4005,65,1556,1519,1261,0
282,1,1,1,1,0,1,0,0,0,1,23869,234,15959,1269,22070,0
283,1,1,1,1,0,1,0,0,0,0,7622,56,7252,697,5143,0
284,1,1,1,1,0,1,0,0,0,0,80485,5,427,618,21297,0
285,1,1,0,0,0,1,0,0,0,0,2487,5,88,250,2532,0
286,1,0,0,1,0,1,0,0,0,0,7019,0,885,24,3340,0
287,1,0,1,1,0,1,0,0,0,0,337,1,409,146,9216,0
288,1,1,0,1,1,1,0,0,0,0,5897,2,665,1147,7294,0
289,1,1,0,1,0,1,0,0,0,0,313,114,2945,1433,3499,0
290,1,1,0,1,0,1,0,0,0,0,29436,123,3427,2178,77046,0
291,1,0,1,1,1,1,0,0,0,0,3707,10,1165,710,2607,0
292,1,1,0,1,1,1,0,0,0,0,122016,16,11097,11443,56952,0
293,0,0,1,0,0,1,0,0,0,0,27586,1,147,430,8004,0
294,1,1,0,0,0,1,0,0,0,0,1509,1,107,254,2582,0
295,1,0,0,0,0,1,0,0,0,0,24,21,112,257,33801,0
296,1,1,1,1,0,1,0,0,0,1,1576,114,3126,817,1708,0
297,1,1,0,0,0,1,0,0,0,0,2611,0,49,249,257,0
298,0,0,0,1,1,1,0,0,0,0,322,0,31,45,12,0
299,1,1,1,1,0,1,0,0,0,0,3037,3,366,329,301,0
300,1,1,1,1,1,1,0,0,0,0,4179,228,16550,10232,7787,0
301,1,0,1,0,0,1,0,0,0,0,12376,7,474,1888,4135,0
302,1,1,0,0,0,1,0,0,0,0,26235,28,630,4146,11254,0
303,1,0,0,1,0,1,0,0,0,0,35302,1,292,143,8054,0
304,1,0,1,1,1,1,0,0,0,0,451,13,209,221,741,0
305,1,1,1,1,0,1,0,0,0,0,19,0,30,0,21,0
306,1,0,0,1,0,1,0,0,0,0,12722,1,1247,860,23141,0
307,1,1,1,1,0,1,0,0,0,0,415,6,712,801,751,0
308,1,0,0,0,0,1,0,0,0,0,775,10,77,275,4119,0
309,1,0,0,0,0,1,0,0,0,0,339,0,24,159,507,0
310,1,0,1,0,0,1,0,0,0,0,284,2,43,186,1603,0
311,1,1,1,1,0,1,0,0,0,0,8823,104,2061,3366,108388,0
312,1,1,1,0,0,1,0,0,0,0,2618,1,759,2006,323,0
313,1,0,1,1,1,1,0,0,0,0,6433,1,2002,1496,8638,0
314,1,0,1,1,0,1,0,0,0,0,3939,1,337,279,49675,0
315,1,0,0,1,0,1,0,0,0,0,0,59,815,891,27432,0
316,1,1,1,1,0,1,0,0,0,0,35902,22,2696,1414,12341,0
317,1,1,0,1,0,1,0,0,0,0,1,2,40,3,288,0
318,1,0,1,0,0,1,0,0,0,0,1380,2,43,249,1642,0
319,1,1,0,0,1,1,0,0,0,0,1574,1,60,252,779,0
320,1,1,1,1,0,1,0,0,0,1,13729,303,23126,1276,12094,0
321,1,0,1,1,1,1,0,0,0,0,15267,14,592,706,17730,0
322,1,0,0,0,0,1,0,0,0,0,743,4,120,271,422,0
323,1,0,0,1,1,1,0,0,0,0,1557,2,550,890,1416,0
324,1,1,1,1,0,1,0,0,0,0,26,0,278,162,102,0
325,1,0,0,1,1,1,0,0,0,0,277,0,59,45,231,0
326,1,0,0,1,1,1,0,0,0,0,10193,2,268,259,3268,0
327,1,0,1,1,0,1,0,0,0,0,8886,3,293,251,13859,0
328,0,0,0,0,1,1,0,0,0,0,2336,3,96,358,1283,0
329,1,1,1,0,1,1,0,0,0,0,1508,6,55,254,2157,0
330,1,1,0,1,1,1,0,0,0,0,11358,36,1233,1356,60162,0
331,0,0,0,1,1,1,0,0,0,0,92,1,173,44,1386,0
332,1,0,0,0,1,1,0,0,0,0,21976,2,69,303,806,0
333,1,0,1,1,1,1,0,0,0,0,10680,22,200,294,4566,0
334,1,0,0,0,1,1,0,0,0,0,111,0,16,96,28,0
335,1,1,1,1,0,1,0,0,0,1,10625,178,45587,45463,7544,0
336,1,0,1,1,0,1,0,0,0,0,4150,7,291,242,2368,0
337,1,0,0,0,0,1,0,0,0,0,8114,5,90,295,7647,0
338,1,1,0,1,0,1,0,0,0,0,47008,20,1973,754,75313,0
339,1,0,1,1,0,1,0,0,0,0,10813,5,132,150,7896,0
340,1,0,1,0,0,1,0,0,0,0,4632,16,275,950,2333,0
341,1,1,1,1,0,1,0,0,0,0,37256,107,575,599,29382,0
342,1,1,0,1,0,1,0,0,0,0,951,22,323,603,2203,0
343,1,1,1,0,0,1,0,0,0,0,38784,13,532,1281,25760,0
344,1,0,0,1,1,1,0,0,0,0,87522,42,1363,2605,129336,0
345,1,0,0,0,0,1,0,0,0,0,12051,3,61,639,4972,0
346,1,0,1,0,0,1,0,0,0,0,26274,3,221,2107,5622,0
347,1,0,0,1,0,1,0,0,0,0,2630,182,1762,1466,18858,0
348,1,0,1,1,0,1,0,0,0,0,17090,4,662,113,12861,0
349,1,1,1,0,1,1,0,0,0,0,255,0,7,56,73,0
350,1,1,0,1,0,1,0,0,0,1,4130,418,38249,259,9577,0
351,1,0,1,0,0,1,0,0,0,0,5860,1,73,365,1808,0
352,1,1,1,1,0,1,0,0,0,0,30042,1,229,358,15403,0
353,1,0,0,1,1,1,0,0,0,0,2733,0,48,53,847,0
354,1,0,0,0,0,1,0,0,0,0,1105,9,108,388,5866,0
355,1,1,0,1,0,1,0,0,0,0,6633,4,192,126,3741,0
356,1,0,0,0,0,1,0,0,0,0,778,3,144,404,15143,0
357,1,0,0,0,1,1,0,0,0,0,1787,14,597,2123,509,0
358,1,0,1,1,0,1,0,0,0,0,4679,3,429,495,5971,0
359,1,0,1,0,1,1,0,0,0,0,2818,1,143,299,429,0
360,1,0,1,1,0,1,0,0,0,0,875,62,1839,900,2898,0
361,1,1,1,1,1,1,0,0,0,0,38636,16,583,752,22485,0
362,1,0,1,1,0,1,0,0,0,0,607,5,140,255,13832,0
363,1,1,1,1,0,1,0,0,0,1,3782,487,28089,141,10288,0
364,1,1,1,1,0,1,0,0,0,0,24179,230,6230,5864,74334,0
365,1,0,0,0,0,1,0,0,0,0,1451,1,18,67,356,0
366,1,1,0,1,0,1,0,0,0,0,15614,36,4014,1001,5543,0
367,1,0,0,0,0,1,0,0,0,0,3428,0,66,211,5980,0
368,0,0,0,0,1,1,0,0,0,0,137,0,43,245,239,0
369,1,1,1,1,0,1,0,0,0,1,11342,63,3582,1651,7189,0
370,1,1,1,0,1,1,0,0,0,0,4830,2,122,420,14343,0
371,1,1,1,1,0,1,0,0,0,1,8719,286,21055,2092,10415,0
372,1,1,0,1,1,1,0,0,0,0,56206,63,5898,4556,60657,0
373,1,1,1,1,0,1,0,0,0,0,971,323,17364,2937,9833,0
374,1,0,1,0,0,1,0,0,0,0,5859,4,277,897,2635,0
375,0,0,0,0,1,1,0,0,0,0,769,0,21,354,415,0
376,0,0,1,1,0,1,0,0,0,0,12214,17,1288,285,5834,0
377,1,1,1,1,0,1,0,0,0,0,16017,36,1308,1060,6077,0
378,1,1,0,1,0,1,0,0,0,0,13581,29,1138,1036,14055,0
379,1,0,0,1,1,1,0,0,0,0,6248,3,533,625,3228,0
